V1,V2,V8,V10,V13,V17,V18,V20,V21,V24,V28,V29,V31,V32,V33,V34,V36,V37,V39,V40,V42,V47,V48,V56,V66,V98,V101,V104,V129,cluster
-0.0346775876254462,0.0107629483574551,0.0227431296472049,-0.0158899782628671,-0.114959738780378,-0.3745537813431896,-0.230094904130068,-0.1936288924406363,-0.1898860986968426,0.3217697463334981,-0.1908940649740989,-0.164114231452852,0.3076559312578263,0.3150836125128304,-0.3316497074823823,-0.2318675957483777,-0.1322396400939144,-0.0740692265016885,0.2929094094659752,0.3292579905865595,-0.1875634917367276,0.3249076027398778,0.4203986604203358,0.3289265893978021,0.0064191071965417,-0.267380976080219,-0.0643699393163269,0.0334209556318434,-0.2307692307692307,0
-0.0950374977102195,-0.1507635941092057,0.0329386736138741,-0.232926655466065,-0.2069104472819064,-0.380251484946684,-0.2377121507253795,-0.2318704480802612,-0.2250580245409124,0.2981015267977759,-0.2320701093290484,-0.2308704632547343,0.3071984089430587,0.3030925287560376,-0.38282791812312,-0.2979434721818716,-0.3488616263472075,-0.3548061590802234,0.3065901037808137,0.240759335890079,-0.2791723541781568,0.3421825457978911,0.3997123850780159,0.322128818905242,-0.1945603801315386,-0.3566642023625715,-0.18074949173023,0.1083453095386899,-0.1282051282051282,0
0.2183045014431354,0.5808681613545622,-0.1133146110234351,0.688493811865837,0.1427544490933265,-0.0637337944146284,0.1512274966925654,-0.0090061010779583,-0.0403293304538634,0.0238026404640564,-0.0078255770562219,0.0231323622072829,0.0286660744867495,-0.0199901733978528,0.1074379778662198,0.3140612267976632,0.1915020513469366,0.1416076082410254,-0.1248089186230976,-0.0391607657907822,0.4264804705257664,-0.0230820286268957,0.0355032884538859,-0.1241888354586904,0.5783643883350352,0.3337947971701752,0.107482746113326,-0.270919267505132,0.3846153846153846,0
-0.0802010137699552,-0.1305060934201994,0.0318523062123771,-0.1950371014658579,-0.1947820201702431,-0.1878581143699637,-0.0314505804444045,-0.1092867814174389,-0.1307792324779305,0.2181323021730306,-0.1020528259671042,-0.1259568550348028,0.1508304593833853,0.1979752659072936,-0.214057975550101,-0.1079637638681116,-0.2450602130913236,-0.2782780638656041,0.1806083420353883,0.3269428689745224,-0.0736632683089694,0.2349021696518598,0.357715999688959,0.2669253325478926,-0.1714672282888825,-0.1701289215573293,-0.1476282845817183,-0.0894016525439513,1.2820512820512822,0
0.1869401766037587,0.4213492969202285,-0.0805312900640302,0.4428660461529934,0.040277912507432,-0.158964615376079,0.0138053660249183,-0.0957279176659474,-0.1208502598115128,0.1941220655827039,-0.094877050059566,-0.1151846089943403,0.1325614332526918,0.1950044214467517,-0.0193611608883455,0.1431013155488694,0.0504767578125231,0.0270212115553671,0.0092896567084208,0.2192690901585188,0.2361616302206439,0.0788661127733648,0.1973908979345293,0.1697060913179257,0.3748709462969323,0.1393120328503558,0.0492284746748093,-0.0798766819170753,0.1282051282051282,0
-0.0641115020180416,-0.1069694795946167,0.0265072370578509,-0.1595284558484583,-0.1857817762100803,-0.1076446818866872,0.0622366892293281,-0.0219861911794892,-0.0312147821216274,0.1811456508203176,-0.019307580259682,-0.0119986539321363,0.096359287347571,0.1007853761256069,-0.1249822175329507,-0.0027305506138225,-0.1673196924284085,-0.1837168926578843,0.0650600655949345,0.1499521217176499,0.0519749181502374,0.139832679837238,0.0868098330453507,0.1932718441232836,-0.147646266119316,-0.048327103186417,-0.1506482219841177,-0.0438179756424302,2.3076923076923075,0
0.0546956742106201,0.1098024245913752,-0.009214175416449,0.0861980977540659,-0.0829333512577463,-0.3059288293850314,-0.1783427000305362,-0.1573836418476306,-0.1540831217097142,0.2246200222393734,-0.1597460114074917,-0.1577775363432662,0.2453347569892431,0.265510140636867,-0.2006215773504667,-0.0817392447955918,-0.0932398606990347,-0.0723339338138485,0.1700853952759378,0.1941721069430942,-0.0320065354309446,0.2318941444055353,0.4139114054155072,0.2877274905107052,0.0978652243790866,-0.1076207936717157,-0.079572282254558,0.0064380609772841,-0.1282051282051282,0
-0.075340365819442,-0.1211499239491603,0.0326126732533088,-0.198162874333957,-0.1972494808712586,-0.2648013570394077,-0.1196793677676541,-0.2208940482640083,-0.2263776326059907,0.2548803251897999,-0.2234112112207912,-0.2344230954556892,0.272073641880435,0.2777848647543766,-0.240356824249543,-0.1250821800541821,-0.3546402732290876,-0.3596942591833544,0.1408511880895648,0.1963091134327281,-0.1708174418017633,0.2961277462556121,0.3345640124614217,0.298581457329316,-0.1721729549506943,-0.178817399962116,-0.2236165095161983,0.116261153766095,0.2564102564102564,0
0.1285033645155084,0.2036050448574776,-0.050100009220263,0.1995643207253576,-0.031461895249958,-0.2446445543912593,-0.161309769033109,-0.0911073253271938,-0.0994583789136372,0.1887849543559372,-0.0925961487279499,-0.1075097677377767,0.1811198375136901,0.2428288315305496,-0.0992897459631407,-0.003954223842356,-0.0109727671289679,-0.0060135637128413,0.10150680031402,0.1914235093700085,0.0331386735842677,0.1479918623634001,0.2392719051993244,0.2057697977558893,0.2220275601581066,-0.0188490575197087,0.0281570250244302,-0.2799681192156143,0.0,0
-0.023894799945746,-0.0564783367631428,0.0104024650783784,-0.1496756770166336,-0.17403112303993,0.1517020744722036,0.2000989260583116,-0.0418640546949512,-0.0537689452217427,-0.0481461614268686,-0.0253112694994367,0.0131665984695935,-0.0322187229453802,-0.0782506051300153,0.3535334196045303,0.4624756918583079,-0.0226200140803792,-0.1113856344356711,-0.4285302111677187,-0.2755202831782962,0.5371111971803308,-0.3509884881338104,-0.0216437259973596,0.0494072906298217,-0.1153235316350787,0.4617942231732878,-0.083615852859644,-0.3831058457025097,1.794871794871795,0
