"","cluster","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128"
"1",-1,0.130336561664844,0.117399993494383,0.137295875778076,0.14279488797832,0.142832077152548,-0.139515341183147,-0.14033796084782,-0.124331119645454,0.0841997245611204,0.101528270547453,0.0979848808261205,0.101931699344241,0.101585774972823,-0.0857206726846121,-0.0992761633814541,-0.135935056260261,0.0651420466407542,0.143525088831277,0.0837604543007815,0.107917408161533,0.116342338486881,-0.0991783751173791,-0.111224356246264,-0.114152445992022,0.0605420234592028,0.139610628185967,0.0798449383141305,0.108139823381172,0.122403308065573,-0.0978532326495449,-0.109933497447837,-0.117650870209343,0.0920084645318845,0.131825709262522,0.0779925730016174,0.07336227000238,0.0731192413112429,-0.118069708559094,-0.131304572210458,-0.0584850488431117,0.0863829310182633,0.132318816171033,0.0783892721496477,0.075521207663211,0.0673944962533447,-0.107338338300662,-0.117041053149738,-0.0418992548901561,0.0701973965957704,0.139093798876331,0.0796450906793578,0.107990283955774,0.120598789158229,-0.0825705271017585,-0.0902060531964267,-0.10834055770802,0.0614259665450671,0.139618826894324,0.0748398439007788,0.108193459474807,0.12073525811878,-0.0785691569632636,-0.0905641298669733,-0.105454170952551,0.0892986711499196,0.115171934770082,0.119347534400176,0.129126537083317,0.132797249131779,-0.103702134280746,-0.121796718807531,-0.176119046638308,0.117478280938215,0.121032712713428,0.136747558340999,0.136841876329373,0.141090696866771,-0.130782777778901,-0.146439414242118,-0.170745227631254,0.0869752311143001,0.135305855057473,0.105237523432562,0.110159754189667,0.128021166853091,-0.107655148489674,-0.117112741407912,-0.171901417324816,0.0727054985851193,0.135532264158289,0.0981487673568215,0.106439258820381,0.121010220385551,-0.0955951083101254,-0.107219718925674,-0.160004007980619,0.0588590897890278,0.119339042638633,0.063906514464691,0.0662648627625223,0.0855967154555663,-0.0825738460909753,-0.104294170546438,-0.156992828684858,0.0527787034071381,0.122064423794229,0.0557246016060992,0.065829084141077,0.081181501280813,-0.0857173107618101,-0.103690972223006,-0.155322236438384,0.082995366936865,0.128321185489525,0.0993351125610045,0.112134694758692,0.124651410473771,-0.0999726304493629,-0.116433394946839,-0.15649855266862,0.08361291695987,0.127865485529019,0.0923315103762582,0.10314292423248,0.117773123834382,-0.0971883843542403,-0.113393020991567,-0.147556376725448
"2",0,-0.0748075213922217,-0.0706540605430154,-0.0263101729174186,0.129407397692876,0.115580167319035,-0.131146355035273,-0.636445956817643,-1.29533266437342,-0.158205742147266,-0.138375150203119,-0.115224173346266,0.0243995768927676,0.00112675923122428,0.00942379998968732,-0.326716734770231,-0.931756585598156,-0.267337564276167,-0.18959322610932,0.00493875575879888,0.407680202338125,0.378594402268417,0.103664314036807,-0.536553044159865,-1.90615613651719,-0.267750812560557,-0.183284022134273,0.0298192824173995,0.432788158103321,0.415072369671549,0.119603357216564,-0.45917456226293,-1.85621784734197,-0.155361210326307,-0.146191916732888,0.145464431588891,0.374152951896474,0.234165151779738,0.154521375126032,-0.335207270812398,-1.43777657624593,-0.134740654416343,-0.137460706076233,0.218208154155897,0.497504114985154,0.325783510086861,0.150583991765444,-0.295422294286778,-1.26835974419145,-0.167069053046841,-0.154659430020797,0.176100324889606,0.559891519624191,0.530772581707395,0.0253928495859886,-0.948859334034577,-2.36051635173054,-0.151985169813872,-0.141577581981935,0.207144958877426,0.578302778435931,0.55925433630944,-0.00838908739845217,-1.04143569560839,-2.17486179223109,-0.197816042705407,-0.152454686488307,-0.138286674830919,-0.0240704636740676,-0.0609838823487487,-0.00211914664784335,-0.198592984121599,-0.731087893295924,-0.14380854673985,-0.142969065548008,-0.0899414912506278,0.0202284683393226,-0.0128533816896198,-0.060395581234811,-0.294617226746225,-0.893843779539929,-0.238959086977563,-0.213138150378128,0.0190349747507284,0.395095116166653,0.414232967043057,0.0825579263053165,-0.718518746783832,-3.30399875886642,-0.265324886656203,-0.2150653454696,0.023517551547163,0.423568633643299,0.411003127496809,0.0999606944457754,-0.557724732463008,-2.90604009320562,-0.0244113243885705,-0.0984280349898058,0.527747512675933,0.710054134203512,0.634998253210734,0.0505475177845187,-0.728443990731553,-2.03002570034294,-0.0545631687893835,-0.129343580855474,0.514914574253429,0.716237413784055,0.626146433300139,0.0844624244213522,-0.695384845925769,-1.81180716566093,-0.0614628487511586,-0.102996801832521,0.344410965344732,0.615472121037856,0.595806192729473,-0.0585118394407172,-0.963526505813999,-3.79583506758154,-0.0667395376706202,-0.113389073288858,0.330141574365623,0.619648114059343,0.607766315600417,-0.0681084377505333,-1.16451251972969,-3.15169329627116
"3",1,-0.00538973488440469,-0.0160212433407499,-0.00171456500213665,-0.00986767509727253,-0.0135076161960207,-0.924062780848917,-1.2632162288477,-1.88342704233063,-0.0675009964547521,0.0114394987310824,-0.0489074626276637,-0.0670311966718351,-0.092171441581826,-0.963034947054144,-1.515267378369,-2.79538071012269,0.154286431918842,0.662908351403622,0.213098546335195,0.177326864621292,0.140418346583577,-1.11923534660433,-1.26915152855929,-1.85225468570251,0.184113335947967,0.673924042650771,0.244251884289,0.198957771163256,0.170235533472615,-1.11567759973672,-1.23312857864086,-1.88544683927587,0.392621555660669,0.827919706763014,0.368742650477957,0.244591429547013,0.209896516904193,-1.20890591692354,-1.29755508316821,-1.27006454321673,0.321744626674763,0.818674373803657,0.306232750448645,0.167176339303005,0.111962139284114,-1.01628062263934,-1.13840099364762,-1.08695887737961,0.0564322130840375,0.460524328422212,0.143404177762258,0.152735163422481,0.129842719967958,-1.37353248098242,-1.57361572424099,-2.16065645243072,0.0673875342996875,0.490330272550268,0.147288078877365,0.147585223936578,0.127544530597904,-1.3067214828647,-1.43522995673314,-1.98698511322009,-0.106789971608824,-0.057433418488191,-0.0714620475226417,-0.069507218994988,-0.0747598045873266,-1.0834007413393,-1.82474086665981,-3.63408979802487,-0.059735570005348,-0.0148718653445407,-0.0339486324121379,-0.0353635677466457,-0.0386617254161372,-1.09007867184101,-1.6795846765771,-3.14230481804599,0.08027314928283,0.547371417012699,0.163951866375748,0.149062899851586,0.160715699736841,-1.28231727334628,-1.50134911363385,-3.43832416636807,0.094348333879592,0.48591920816853,0.191929022419873,0.168064571353462,0.180632997439707,-1.2112554867934,-1.43278185004368,-3.03464845835349,0.200589601142885,0.871124195260931,0.170960604151024,0.0288968527843583,0.10329478045327,-1.02023217691015,-1.14889126582014,-1.73840110242127,0.261474731574223,1.00653325601207,0.209021008204839,0.0602851071415789,0.123255286499914,-0.916168672084549,-1.02164160026529,-1.49971279610829,0.00658483590483211,0.325522235128949,0.108471404210375,0.120380882018233,0.127435827391917,-1.57927485699948,-1.87771626242251,-3.52041148500814,-0.0024900200126632,0.319464329182912,0.0910263616785246,0.108279428830251,0.117010265725449,-1.49358733584432,-1.8443608808556,-3.18550667027658
"4",2,0.836292696004266,0.65056404118877,0.88529536148422,0.92082365227774,0.870927100311278,0.0668623512173842,0.0597255028255476,0.0340759496323483,1.05218596647509,0.708582099146192,1.07090546028964,1.09413752077135,1.02799266222651,0.121364717737987,0.114974109509188,0.0684242996511543,0.950689182946526,1.37901896432645,0.721008463036367,0.436693201482192,0.453390289472857,-0.199247095686412,-0.205310112008581,-0.136616379198304,0.896681839310315,1.29060552278205,0.674512121144739,0.39300563274518,0.421136903771247,-0.239657574166798,-0.239319291904805,-0.204039511566552,1.13502679892438,1.19148465352132,0.967106676974777,0.694437352606092,0.565901871306634,-0.868775796273802,-0.951665392330273,-0.501014108493489,1.01664848272614,1.17518710584778,0.897635241682464,0.564840149135372,0.417228969383885,-0.743228446764743,-0.808256760249953,-0.358153578155062,1.08223169285223,1.40904665287301,0.842566077386569,0.552117772452995,0.517397185100942,-0.112044612069247,-0.12800128714505,-0.0636483502610577,1.02956935173349,1.38419608041264,0.785249861957056,0.509602680805092,0.467434603449473,-0.130379876837797,-0.150104136659396,-0.0730902921692942,1.1398667243495,0.777786073661063,1.26279058787965,1.38763329384702,1.45614014237576,0.173811777815743,0.165815026783683,0.111889178574225,1.11382769642737,0.855199667407696,1.28116321507791,1.3501973954067,1.41145669859697,0.110706259293707,0.102805352539209,0.0680874372900586,1.06672553446038,1.6065170788816,0.846238762754699,0.543102156421692,0.700864122167045,-0.072098278932874,-0.0954935078436838,-0.174803140293861,1.03609221374207,1.5106250398495,0.840492359597904,0.515046314714515,0.615961833140529,-0.137585874790472,-0.17043822065019,-0.31184653835675,0.950138065874575,1.23097952418902,0.8067106002873,0.397774749335168,0.361685566208866,-0.76530113736212,-0.848603033524099,-0.837542686847576,0.813223872986654,1.23048340763053,0.619633678416734,0.223067494032502,0.240129640308291,-0.959372162673611,-1.06373926030588,-1.11420797943926,1.19672247530051,1.53604295177882,1.00704049706301,0.670788601494967,0.693638679073109,-0.0356280815417778,-0.073422024388862,-0.0814223462717581,1.13266341622573,1.50329621653675,0.979498464184347,0.672146331449167,0.698907252865611,-0.0391527327670305,-0.0763362627941611,-0.0699084506534999
"5",3,0.750652997979645,0.492324988935921,0.752493052633545,0.747683704666826,0.779798036311021,-0.693663373553491,-0.746439031590211,-1.14897659314103,0.884880924474332,0.513567059194007,0.84554549686205,0.848999809150361,0.866823417141797,-0.816100453467217,-1.03678720247478,-1.86694101021523,0.633743862101824,0.884124549404782,0.42910536302855,0.220766334976445,0.240880364204432,-0.683775249010779,-0.723969972307977,-0.703543569776946,0.599641981198337,0.814232650809322,0.400198219990044,0.192156061625875,0.207076415246052,-0.654678686534921,-0.676742069035599,-0.66348640416465,0.864458688633016,0.819758225834057,0.694677651193164,0.409456842870025,0.300349757454874,-0.89478123400198,-0.905608445658695,-0.603274232173362,0.736605917440856,0.799873770543106,0.591075858010088,0.324488474189816,0.208531697574512,-0.744454063874253,-0.754882012750146,-0.467565613171199,0.749059156810548,0.918111277183264,0.589731373704385,0.328941373413953,0.317314327272431,-0.879169243787215,-0.94096447182125,-0.910139527639297,0.714738803841736,0.893168379231499,0.533919162363782,0.292918265245105,0.272314865088476,-0.827474744973016,-0.856407484676031,-0.802432954122739,0.978684765984642,0.586238709611961,1.05026237440201,1.10678640734537,1.23144929556001,-0.916316710267916,-1.27957150056388,-2.49584794110596,0.969086927621172,0.652726410460188,1.06329958101199,1.08714335599122,1.22505658309808,-0.902377831236793,-1.13136034946367,-2.11702258067258,0.716016015284096,1.02420999621545,0.499823829937672,0.283432539572961,0.404255355884282,-0.802544133055051,-0.888818968248689,-1.44203131801263,0.686848911077634,0.956476967441062,0.489522219806889,0.269413499892732,0.346987774578895,-0.765851937210653,-0.858232060751933,-1.39712911560199,0.664561306575565,0.80973418981951,0.493500908063871,0.189741958358969,0.187161745014684,-0.726529302384803,-0.741279719183068,-0.97759028888848,0.488422440399698,0.723698817703554,0.308272344931385,0.0826145218949423,0.101265070667606,-0.551131838009211,-0.587953269374478,-0.786500757107977,0.822890822715154,0.973374675686761,0.694732002834198,0.372110693316426,0.412546475425068,-1.02787497278774,-1.16277588534361,-1.54190769308225,0.769402618843477,0.975151291374783,0.680157733176025,0.378654202117638,0.413483484320964,-0.985065730975558,-1.15212112308708,-1.47765279920531
"6",4,0.90904107954568,0.693223899056405,0.946532756235929,0.949726094406005,0.965849254591625,-0.817911519376742,-0.903960002593988,-1.45969157525198,1.06493040948276,0.704900233724173,1.08198496272396,1.10646896027603,1.05385578860038,-0.960975793792237,-1.28031685578465,-2.42766095495984,1.04437860365027,1.38032574811709,0.755543704932334,0.449383628870148,0.484449230789459,-1.16147687554009,-1.27079160768677,-1.27593113183106,0.997190458558352,1.28559471150094,0.712980783210745,0.401885774662619,0.43622429035848,-1.12025087788848,-1.18128297608536,-1.25575145652491,1.15829568570995,1.10876562293459,0.966956618877492,0.647404826018953,0.464459972236689,-1.22685235886324,-1.25651697335942,-0.844122925608007,1.02035311848805,1.08427747845851,0.83471218469357,0.547131076449095,0.377077305775978,-1.02651269695057,-1.04982040859175,-0.719383147236903,1.18212719897015,1.41807299120733,0.955191455452865,0.587327499213342,0.558609361526982,-1.41764127204309,-1.53813453161233,-1.61623581821189,1.14153310236004,1.38230538152631,0.872954289887813,0.529247957556906,0.494799076407812,-1.34710314711604,-1.43100844669113,-1.33270568931053,1.17567586934842,0.799599985850367,1.30588393823068,1.39915990364372,1.50122441342589,-1.08883548963406,-1.52375319329611,-3.13623338272143,1.16219328904457,0.879773337434541,1.31418769904751,1.37135536169643,1.47338364038891,-1.07261736288041,-1.36561303362718,-2.69761680596332,1.14450726780472,1.61335277122322,0.853533111672135,0.540264464110518,0.684026253949712,-1.33677493648852,-1.51979270670561,-2.39309010692157,1.10127603192711,1.50170430969246,0.82831700731904,0.508814465478691,0.605447577011723,-1.27004550054988,-1.45414987451139,-2.3901696079505,0.969398880022508,1.13490333433797,0.736255341821075,0.362396961377664,0.302286606299645,-1.05059573997155,-1.07521779992209,-1.28046823417975,0.745892513446675,1.03770142081312,0.511371789210223,0.21529470132733,0.202640258462074,-0.823745056212782,-0.858747337949529,-1.0409309439058,1.27829750912938,1.51544877189155,1.10189591387811,0.656871055882868,0.698495122479155,-1.64726426950538,-1.89634235851818,-2.76393019311549,1.19914930819652,1.49040356513281,1.0642352676519,0.659034519310126,0.696243799923147,-1.55604415423722,-1.81595875914835,-2.47000220541165
"7",5,1.0245691939027,0.653753806612449,1.08397513810796,1.13343161839495,1.26409242798511,-0.92554726243263,-1.25758409936034,-1.8824012008894,1.09224120214518,0.64996558180302,1.1627779599683,1.20309669769993,1.30719215161228,-1.05373380651138,-1.56462728418661,-2.85864253683085,1.04377788700637,1.4175744673057,0.943801832470393,0.61067946331317,0.744080162596354,-1.16400020535135,-1.33651382394943,-1.98997112593965,0.993448364283639,1.34996636848103,0.898982317500907,0.550365163064405,0.708618897369509,-1.15459171391974,-1.29498472203996,-1.97524299562259,1.15680665008237,1.19118056277746,1.00784018751517,0.846683034234099,0.765157725025096,-1.25163055975031,-1.35265410407837,-1.36913167147277,1.03996983836469,1.1713220149047,0.9723549396128,0.718321739309001,0.618246539870202,-1.07795142367832,-1.21820196965575,-1.14157206029787,1.17711118076473,1.47156304700468,0.974356199299901,0.789420745715037,0.811162638012672,-1.42815845963771,-1.64709867241495,-2.29850668984735,1.13306630801796,1.45674237360775,0.947766505466339,0.715054408938925,0.722112415556023,-1.35723903143576,-1.50075798256261,-2.12786701079955,1.20375573687357,0.737693405782119,1.32486064145696,1.47186602879996,1.69868275560589,-1.14731543091416,-1.89452038732535,-3.68293267673376,1.21232765449356,0.821713014037868,1.38357301103224,1.46922050924472,1.6971273672034,-1.15742267330042,-1.73596419290087,-3.23420938187992,1.14018745918029,1.63410262306968,1.00013317549302,0.734005055782692,1.06768934251854,-1.33716517847064,-1.5822195519619,-3.69992886171476,1.09788442894457,1.53416355069512,1.0108185241506,0.688509715184201,0.966575989847971,-1.26771346150312,-1.51676631959152,-3.22855299311164,0.969929593122403,1.23076673270618,0.885740971643841,0.50234210331023,0.513689605129924,-1.06345765798091,-1.21628433867418,-1.87627265569473,0.862673453180842,1.22103525738042,0.639900950328468,0.317137179347738,0.360522079543295,-1.022768198971,-1.13801560918235,-1.63524465098238,1.27459796609139,1.56226279992134,1.09881423077728,0.906791801181238,1.00802338372968,-1.65103654537095,-1.97374182948372,-3.86033352728207,1.1998712388586,1.53062183042664,1.05962052310406,0.90213203096791,0.988694150869444,-1.56790392908475,-1.94532528593614,-3.47475746763489
"8",6,0.589357197994405,0.357169221031349,0.569595634523054,0.553765012318805,0.627731738111797,-0.546267566329278,-0.564484375669681,-0.811121732315599,0.691655615465649,0.350083106738834,0.629186767542419,0.610285831751098,0.67875682430494,-0.640899738243707,-0.760928964113096,-1.32435122959629,0.282753920234146,0.512099180149474,0.145771399965139,0.0231887853030045,0.0442411877524399,-0.300020366658668,-0.30723406968526,-0.309269130331399,0.261733641654632,0.475489810318315,0.128087468960385,0.0128804133951615,0.0312699966441992,-0.286610078219084,-0.291379954993015,-0.301577651094604,0.542998015828157,0.552906182316694,0.39665674408096,0.14925383542233,0.112302463405674,-0.545800256834486,-0.546435500952177,-0.362449691925134,0.449478483347121,0.542476413269625,0.325420074911595,0.0936388624018542,0.0612961228565093,-0.439592217974323,-0.440596811462677,-0.298447062319749,0.373417916646718,0.541419418036363,0.259210913361919,0.0921082673844458,0.0927175374640769,-0.426620317236019,-0.442617819977059,-0.421627165398572,0.346835662960106,0.52486344327734,0.226991386799303,0.0727403887345697,0.0699788216401558,-0.395640982209693,-0.397659316274273,-0.376372278321617,0.767263997349375,0.428804749647171,0.793521532711463,0.816048759450588,1.00357046513043,-0.727054264484739,-0.968716473402941,-1.8447302999132,0.763890492343528,0.478223728001564,0.809727297359695,0.809173811752032,0.985606663467217,-0.720451766425285,-0.886938000293598,-1.60323243199202,0.328936445671878,0.573922410826488,0.189780760996694,0.0595501356006923,0.13880646776052,-0.350293844743282,-0.390386855713423,-0.74673906569472,0.312889478275189,0.539038817894121,0.18926996384424,0.0579212431240093,0.11972251295813,-0.335428314865915,-0.377000181865201,-0.70340755960965,0.358714850422488,0.517889206261158,0.227096143357055,0.00951868774431503,0.0601489413104095,-0.387007251817553,-0.416945945708329,-0.670064474608918,0.226846594604689,0.452035945574723,0.0902178819419166,-0.0551512133147804,0.0120590097423735,-0.257946719730633,-0.296145025269007,-0.553092603460109,0.397635613290521,0.540644139113762,0.303124955329755,0.104485525465159,0.145853261911093,-0.480781193630437,-0.538674093462457,-0.76445395112955,0.384461296743925,0.556380034076705,0.306561473983773,0.112828120273999,0.137718736926949,-0.477233822684748,-0.553865610719869,-0.748151287776057
"9",7,1.14626233107926,0.205459843276267,1.26834921520252,1.22588357115524,1.07391909799673,-1.26895073152154,-1.14795458924339,-1.00962911695506,0.918069255451605,0.0872762843501503,1.02181708847645,1.04419825097327,0.913621235047368,-1.01069113418596,-0.951064253361161,-0.938868845573979,0.996081054001519,0.140080570618396,0.676038091129986,0.345506622595652,0.316117227588752,-1.00899327957863,-0.957170247591134,-0.686082602622282,0.948572462975952,0.118690982633748,0.631108442588948,0.302078155422586,0.272797086965937,-0.950781686299364,-0.872733141875177,-0.651169950385086,0.72183196308221,0.0594743527799878,0.559524855912304,0.472411025216311,0.225145328843303,-0.661440499337098,-0.566552737940264,-0.0832604987563945,0.656678956284135,0.0272024016932583,0.547798540126241,0.473608511798948,0.192022732572492,-0.58379344844,-0.489343987702945,0.0215401310863399,1.19489845226477,0.132385472404367,0.792061014736653,0.373453532470272,0.303264538727816,-1.21023520696369,-1.13225238788007,-0.903584890187432,1.15128017590552,0.120126085752021,0.742736765124829,0.358261014002553,0.284964887114673,-1.16636879239989,-1.0625071879851,-0.936796504733687,0.822204607704916,0.177280382279316,0.915605474528052,0.870497048315223,0.836088474339852,-0.921036410868213,-0.857450283946333,-0.827254079201359,0.827585528382883,0.227684918028073,0.875113775658242,0.7813667467911,0.78349003069099,-0.900016321116498,-0.831984293058019,-0.758604926538622,1.1361180262795,0.198743250228138,0.783904830992027,0.433107749330236,0.500839128230618,-1.1803073008055,-1.13019146820821,-1.21068868641227,1.04201136675002,0.164165452652545,0.725259174320688,0.382230828268475,0.416829866355653,-1.07269893034822,-1.03776765456517,-1.06949259108063,0.661434330332458,0.010047505219338,0.457911057091739,0.297121150339926,0.164678283244643,-0.610450173553901,-0.564326584859805,-0.39987440747508,0.674315385230717,0.00464401805184323,0.494486314370904,0.328468763445179,0.201576137332524,-0.635360225254213,-0.59484431954787,-0.420231802161655,1.26965231062335,0.177363079196711,0.866432186967277,0.353127033186064,0.384247016841256,-1.29670439089235,-1.24634407783445,-1.29248793424637,1.21132776572087,0.168869840117125,0.879516697968339,0.363814206626762,0.349131890192942,-1.29746073785376,-1.27525305868514,-1.31370451622274
"10",8,-0.00828484423701718,-0.0997194662709529,0.0076326268952007,-0.000612775035775429,-0.0375113846371145,-0.0592015828546238,-0.0477282182563565,0.016369684602495,-0.0927236508224563,-0.15716511357434,-0.0787668465436939,-0.091541189133535,-0.146151706147752,0.030755720673466,0.0344800246263116,0.065589482021723,0.206225837139088,0.0659800729520142,0.30117038406887,0.225112441295277,0.108318882971797,-0.0552675931881826,-0.0274359489569925,0.206346316835139,0.318813216802669,0.179706656307622,0.42399208259527,0.316210026351358,0.201626689444754,-0.10033519989686,-0.0724505245677027,0.186985224435793,0.987035468422097,1.19056488235034,0.560988384663166,0.174181183415876,-0.0764750440149035,-1.13374049089795,-0.957337954169603,-0.094651822393446,1.05454724288719,1.22121015126582,0.871564634532542,0.374316040041178,0.0220340289751483,-1.08710730661694,-1.24308412056825,-0.284470950063981,0.00815457245107727,0.0063187266193193,0.0806713441624583,0.053634739623418,-0.0185659794122483,0.0928378429023909,0.103845201177333,0.247802680305099,0.0359033660336357,0.0484149648053168,0.103617922246828,0.0675097219371729,-0.00576539979112363,0.0770935939269967,0.0833141508575618,0.246003205185725,-0.0681519516889805,-0.093898093470131,-0.0137295443890627,-0.00109796560046764,-0.0838516812758947,-0.043404774722218,-0.0295419190033837,0.0833302789705546,-0.010944823336556,-0.0909959392168265,0.0421420529239306,0.0441928890188402,-0.0242326100535866,-0.123742585600988,-0.114128292021821,0.0358793389095875,0.278079205602943,0.165614587534722,0.409663191459061,0.346052985445359,0.259720764250852,-0.0769018163121554,-0.062777445689929,0.132653513146046,0.412462077255169,0.459721804904889,0.531484041134544,0.404686806147579,0.301544253070795,-0.142163924900327,-0.120244755502908,0.120135258231078,0.713577702304785,0.847874716965927,0.398852557233543,0.0727271175655444,-0.0996546192393725,-0.932129004026539,-0.869432887962463,-0.230499425523705,0.6961505636315,0.79773967380486,0.440336587114859,0.137940640929815,-0.0425610515478369,-0.909200465305652,-0.917013723392028,-0.283393229717282,0.0984538621075277,0.0973351524476244,0.201693928979964,0.152562158574608,0.091519102256757,0.0299510253923331,0.0185559717250588,0.149889761831042,0.0940851615900789,0.136246600406395,0.189964956546347,0.145648584683634,0.0855204792605761,0.0395760046793315,0.0272861430177884,0.169682886321056
