V1,V2,V6,V8,V9,V10,V14,V16,V17,V18,V19,V20,V22,V24,V33,V34,V35,V36,V37,V40,V45,V48,V66,V88,V97,V99,V100,V104,V129,cluster
-0.0346775876254462,0.0107629483574551,0.0568761045697766,0.0227431296472049,-0.1231707363149803,-0.0158899782628671,0.1531056740154425,0.0755831270469774,-0.3745537813431896,-0.230094904130068,-0.2621241892751658,-0.1936288924406363,0.3063866148178468,0.3217697463334981,-0.3316497074823823,-0.2318675957483777,-0.1952497794106918,-0.1322396400939144,-0.0740692265016885,0.3292579905865595,-0.17371785123087,0.4203986604203358,0.0064191071965417,0.2384808918177944,-0.435364361001824,-0.2924400467416898,-0.177967278529011,0.0334209556318434,-0.2307692307692307,0
-0.0942393622967197,-0.147282656303703,0.0900678848641812,0.0329386736138741,-0.1731679425087833,-0.2303889059617765,0.1853226378928442,0.0861159226739201,-0.380251484946684,-0.2377121507253795,-0.2760776040510415,-0.2318704480802612,0.3127372993132305,0.2981015267977759,-0.38282791812312,-0.2979434721818716,-0.3372018901090913,-0.3488616263472075,-0.3548061590802234,0.240759335890079,-0.3459124009063478,0.3997123850780159,-0.1911138680755119,0.2130494225831397,-0.4896011078176836,-0.4221669544583392,-0.3360330855246544,0.1083453095386899,-0.1282051282051282,0
0.2183045014431354,0.5808681613545622,-0.1991765646170946,-0.1133146110234351,0.0931801728313215,0.688493811865837,-0.0794895538331981,-0.0557057602779251,-0.0637337944146284,0.1512274966925654,-0.0365399804941985,-0.0090061010779583,0.0235103697639513,0.0238026404640564,0.1074379778662198,0.3140612267976632,0.1687074344740503,0.1915020513469366,0.1416076082410254,-0.0391607657907822,0.0420479377720825,0.0355032884538859,0.5783643883350352,-0.0470260377462747,-0.0491636402581798,0.0269095389132997,0.0396903938387867,-0.270919267505132,0.3846153846153846,0
-0.0802010137699552,-0.1305060934201994,0.0725055846566461,0.0318523062123771,-0.1587486474761296,-0.1950371014658579,0.1662333222171093,0.0802669889742157,-0.1878581143699637,-0.0314505804444045,-0.1335029713082577,-0.1092867814174389,0.142589712102606,0.2181323021730306,-0.214057975550101,-0.1079637638681116,-0.2180099402062862,-0.2450602130913236,-0.2782780638656041,0.3269428689745224,-0.2879466944139064,0.357715999688959,-0.1714672282888825,0.1239955729220029,-0.3543922007138886,-0.332398761926609,-0.2715020064237042,-0.0894016525439513,1.2820512820512822,-1
0.1869401766037587,0.4213492969202285,-0.1613060239408368,-0.0805312900640302,0.0582889213520302,0.4428660461529934,-0.0332753686300278,-0.0143169234299203,-0.158964615376079,0.0138053660249183,-0.1425446474530444,-0.0957279176659474,0.1213708100241051,0.1941220655827039,-0.0193611608883455,0.1431013155488694,-0.002152648372813,0.0504767578125231,0.0270212115553671,0.2192690901585188,-0.0232548830700958,0.1973908979345293,0.3748709462969323,0.0513981362929783,-0.1611502540026947,-0.1199162787486153,-0.0634285144832133,-0.0798766819170753,0.1282051282051282,0
-0.0641115020180416,-0.1069694795946167,0.0599423521260912,0.0265072370578509,-0.1422553235785414,-0.1595284558484583,0.1534352467797272,0.0756051450873264,-0.1076446818866872,0.0622366892293281,-0.0489735427038057,-0.0219861911794892,0.0918256242325009,0.1811456508203176,-0.1249822175329507,-0.0027305506138225,-0.1419924966678718,-0.1673196924284085,-0.1837168926578843,0.1499521217176499,-0.2993686216532762,0.0868098330453507,-0.147646266119316,0.0527424781337647,-0.2701124426355455,-0.2767738453308236,-0.2353075326179545,-0.0438179756424302,2.3076923076923075,-1
0.0546956742106201,0.1098024245913752,-0.0399925975608543,-0.009214175416449,-0.0526599434310292,0.0861980977540659,0.0739432745229045,0.0521575733376871,-0.3059288293850314,-0.1783427000305362,-0.2274447394700612,-0.1573836418476306,0.2375681084277072,0.2246200222393734,-0.2006215773504667,-0.0817392447955918,-0.155175086703152,-0.0932398606990347,-0.0723339338138485,0.1941721069430942,-0.1504237279244865,0.4139114054155072,0.0978652243790866,0.1984039489536065,-0.3199504053609133,-0.2496624008129032,-0.1549519798404121,0.0064380609772841,-0.1282051282051282,0
-0.075340365819442,-0.1211499239491603,0.079049566564365,0.0326126732533088,-0.1621020735811286,-0.198162874333957,0.178026361951665,0.0837219875979767,-0.2648013570394077,-0.1196793677676541,-0.2552632898332953,-0.2208940482640083,0.2746906126347386,0.2548803251897999,-0.240356824249543,-0.1250821800541821,-0.3058139908352044,-0.3546402732290876,-0.3596942591833544,0.1963091134327281,-0.3099169566904186,0.3345640124614217,-0.1721729549506943,0.1650967230715539,-0.3651900739074667,-0.3889983418017987,-0.3258071394764507,0.116261153766095,0.2564102564102564,0
0.1285033645155084,0.2036050448574776,-0.1105643234141074,-0.050100009220263,0.0041028985768671,0.1995643207253576,0.014001560867286,0.0245572269512271,-0.2446445543912593,-0.161309769033109,-0.1585369059608986,-0.0911073253271938,0.169563492063492,0.1887849543559372,-0.0992897459631407,-0.003954223842356,-0.0722322113996713,-0.0109727671289679,-0.0060135637128413,0.1914235093700085,0.0140067029538483,0.2392719051993244,0.2220275601581066,0.1471387954467612,-0.2262941183189913,-0.1792641301537761,-0.1080915995705707,-0.2799681192156143,0.0,0
-0.023894799945746,-0.0564783367631428,0.0277257264776839,0.0104024650783784,-0.1352337702959203,-0.1496756770166336,0.1451547588750476,0.0732503764580038,0.1517020744722036,0.2000989260583116,0.0412158920351139,-0.0418640546949512,-0.0064042388684223,-0.0481461614268686,0.3535334196045303,0.4624756918583079,0.12065422679747,-0.0226200140803792,-0.1113856344356711,-0.2755202831782962,-0.1443210981564914,-0.0216437259973596,-0.1153235316350787,0.0307334962258061,0.1522267688804086,-0.0442610245573618,-0.1410883174000621,-0.3831058457025097,1.794871794871795,0
0.192068027571028,0.2260410407409726,-0.1798591713253049,-0.1102024531905913,0.0622449657853335,0.2525352605051207,-0.0533197361959048,-0.0212965746805464,-0.1666453855735576,-0.1686522188036774,-0.0466743065597605,0.0141467011034421,0.0509000773184154,0.0902873563707946,0.0377432722429499,0.058728778001527,0.0420749411955519,0.0786065737214646,0.1204210387834966,0.0091937401496476,-0.0108832390425301,0.0445265671484098,0.2892351730263387,-0.014097746644111,-0.0974427859382357,-0.0685234771746256,-0.0261220229691195,-0.1961563274160394,0.2564102564102564,0
